30,0,0
44,0,0
58,0,0
72,0,0
86,0,1
100,0,3
30,20,0
44,20,0
58,20,0
72,20,1
86,20,3
100,20,2
30,40,0
44,40,0
58,40,0
72,40,2
86,40,2
100,40,2
30,60,0
44,60,0
58,60,2
72,60,3
86,60,3
100,60,2
30,80,0
44,80,0
58,80,5
72,80,4
86,80,3
100,80,2
30,100,0
44,100,0
58,100,4
72,100,4
86,100,3
100,100,1
